division,familyName,speciesName,folderNo,JL].,description,Hetherset,Aug.,1767,Galium... [illegible
Dicotyledones,UBIACEAE,Galium boreale L.,2.0,,"Folder 1. Galium boreale [TA]. i. ""Galium... [illegible] in a gravel Pit Pond on Hounslow Heath towards Twicken. [Twickenham, Middlesex] Seed red subscabra"" [JL].",,,,
Dicotyledones,UBIACEAE,Galium boreale L.,2.0,,"Folder 1. Galium boreale [TA]. i. ""Galium... [illegible] in a gravel Pit Pond on Hounslow Heath towards Twicken. [Twickenham, Middlesex] Seed red subscabra"" [JL].",,,,
Dicotyledones,UBIACEAE,Galium boreale L.,2.0,,"Folder 1. Galium boreale [TA]. i. ""Galium... [illegible] in a gravel Pit Pond on Hounslow Heath towards Twicken. [Twickenham, Middlesex] Seed red subscabra"" [JL].",,,,
Dicotyledones,UBIACEAE,Galium boreale L.,2.0,,"Folder 1. Galium boreale [TA]. i. ""Galium... [illegible] in a gravel Pit Pond on Hounslow Heath towards Twicken. [Twickenham, Middlesex] Seed red subscabra"" [JL].",,,,
Dicotyledones,UBIACEAE,Galium boreale L.,2.0,,"Folder 1. Galium boreale [TA]. i. ""Galium... [illegible] in a gravel Pit Pond on Hounslow Heath towards Twicken. [Twickenham, Middlesex] Seed red subscabra"" [JL].",,,,
Dicotyledones,UBIACEAE,Galium boreale L.,2.0,,"Folder 1. Galium boreale [TA]. i. ""Galium... [illegible] in a gravel Pit Pond on Hounslow Heath towards Twicken. [Twickenham, Middlesex] Seed red subscabra"" [JL].",,,,
Dicotyledones,UBIACEAE,Galium boreale L.,2.0,,"Folder 1. Galium boreale [TA]. i. ""Galium... [illegible] in a gravel Pit Pond on Hounslow Heath towards Twicken. [Twickenham, Middlesex] Seed red subscabra"" [JL].",,,,
Dicotyledones,UBIACEAE,Galium boreale L.,2.0,,"Folder 1. Galium boreale [TA]. i. ""Galium... [illegible] in a gravel Pit Pond on Hounslow Heath towards Twicken. [Twickenham, Middlesex] Seed red subscabra"" [JL].",,,,
Dicotyledones,UBIACEAE,Galium boreale L.,2.0,,"Folder 1. Galium boreale [TA]. i. ""Galium... [illegible] in a gravel Pit Pond on Hounslow Heath towards Twicken. [Twickenham, Middlesex] Seed red subscabra"" [JL].",,,,
Dicotyledones,UBIACEAE,Galium boreale L.,2.0,,"Folder 1. Galium boreale [TA]. i. ""Galium... [illegible] in a gravel Pit Pond on Hounslow Heath towards Twicken. [Twickenham, Middlesex] Seed red subscabra"" [JL].",,,,
Dicotyledones,UBIACEAE,Galium boreale L.,2.0,,"Folder 1. Galium boreale [TA]. i. ""Galium... [illegible] in a gravel Pit Pond on Hounslow Heath towards Twicken. [Twickenham, Middlesex] Seed red subscabra"" [JL].",,,,
Dicotyledones,UBIACEAE,Galium boreale L.,2.0,,"Folder 1. Galium boreale [TA]. i. ""Galium... [illegible] in a gravel Pit Pond on Hounslow Heath towards Twicken. [Twickenham, Middlesex] Seed red subscabra"" [JL].",,,,
Dicotyledones,UBIACEAE,Galium boreale L.,2.0,,"Folder 1. Galium boreale [TA]. i. ""Galium... [illegible] in a gravel Pit Pond on Hounslow Heath towards Twicken. [Twickenham, Middlesex] Seed red subscabra"" [JL].",,,,
Dicotyledones,UBIACEAE,Galium boreale L.,2.0,,"Folder 1. Galium boreale [TA]. i. ""Galium... [illegible] in a gravel Pit Pond on Hounslow Heath towards Twicken. [Twickenham, Middlesex] Seed red subscabra"" [JL].",,,,
Dicotyledones,UBIACEAE,Galium boreale L.,2.0,,"Folder 1. Galium boreale [TA]. i. ""Galium... [illegible] in a gravel Pit Pond on Hounslow Heath towards Twicken. [Twickenham, Middlesex] Seed red subscabra"" [JL].",,,,
Dicotyledones,UBIACEAE,Galium boreale L.,2.0,,"Folder 1. Galium boreale [TA]. i. ""Galium... [illegible] in a gravel Pit Pond on Hounslow Heath towards Twicken. [Twickenham, Middlesex] Seed red subscabra"" [JL].",,,,
Dicotyledones,UBIACEAE,Galium boreale L.,2.0,,"Folder 1. Galium boreale [TA]. i. ""Galium... [illegible] in a gravel Pit Pond on Hounslow Heath towards Twicken. [Twickenham, Middlesex] Seed red subscabra"" [JL].",,,,
Dicotyledones,UBIACEAE,Galium boreale L.,2.0,,"Folder 1. Galium boreale [TA]. i. ""Galium... [illegible] in a gravel Pit Pond on Hounslow Heath towards Twicken. [Twickenham, Middlesex] Seed red subscabra"" [JL].",,,,
Dicotyledones,UBIACEAE,Galium boreale L.,2.0,,"Folder 1. Galium boreale [TA]. i. ""Galium... [illegible] in a gravel Pit Pond on Hounslow Heath towards Twicken. [Twickenham, Middlesex] Seed red subscabra"" [JL].",,,,
Dicotyledones,UBIACEAE,Galium boreale L.,2.0,,"Folder 1. Galium boreale [TA]. i. ""Galium... [illegible] in a gravel Pit Pond on Hounslow Heath towards Twicken. [Twickenham, Middlesex] Seed red subscabra"" [JL].",,,,
Dicotyledones,UBIACEAE,Galium boreale L.,2.0,,"Folder 1. Galium boreale [TA]. i. ""Galium... [illegible] in a gravel Pit Pond on Hounslow Heath towards Twicken. [Twickenham, Middlesex] Seed red subscabra"" [JL].",,,,
Dicotyledones,UBIACEAE,Galium boreale L.,2.0,,"Folder 1. Galium boreale [TA]. i. ""Galium... [illegible] in a gravel Pit Pond on Hounslow Heath towards Twicken. [Twickenham, Middlesex] Seed red subscabra"" [JL].",,,,
Dicotyledones,UBIACEAE,Galium boreale L.,2.0,,"Folder 1. Galium boreale [TA]. i. ""Galium... [illegible] in a gravel Pit Pond on Hounslow Heath towards Twicken. [Twickenham, Middlesex] Seed red subscabra"" [JL].",,,,
Dicotyledones,UBIACEAE,Galium boreale L.,2.0,,"Folder 1. Galium boreale [TA]. i. ""Galium... [illegible] in a gravel Pit Pond on Hounslow Heath towards Twicken. [Twickenham, Middlesex] Seed red subscabra"" [JL].",,,,
Dicotyledones,UBIACEAE,Galium boreale L.,2.0,,"Folder 1. Galium boreale [TA]. i. ""Galium... [illegible] in a gravel Pit Pond on Hounslow Heath towards Twicken. [Twickenham, Middlesex] Seed red subscabra"" [JL].",,,,
Dicotyledones,UBIACEAE,Galium boreale L.,2.0,,"Folder 1. Galium boreale [TA]. i. ""Galium... [illegible] in a gravel Pit Pond on Hounslow Heath towards Twicken. [Twickenham, Middlesex] Seed red subscabra"" [JL].",,,,
Dicotyledones,UBIACEAE,Galium boreale L.,2.0,,"Folder 1. Galium boreale [TA]. i. ""Galium... [illegible] in a gravel Pit Pond on Hounslow Heath towards Twicken. [Twickenham, Middlesex] Seed red subscabra"" [JL].",,,,
Dicotyledones,UBIACEAE,Galium boreale L.,2.0,,"Folder 1. Galium boreale [TA]. i. ""Galium... [illegible] in a gravel Pit Pond on Hounslow Heath towards Twicken. [Twickenham, Middlesex] Seed red subscabra"" [JL].",,,,
Dicotyledones,UBIACEAE,Galium boreale L.,2.0,,"Folder 1. Galium boreale [TA]. i. ""Galium... [illegible] in a gravel Pit Pond on Hounslow Heath towards Twicken. [Twickenham, Middlesex] Seed red subscabra"" [JL].",,,,
Dicotyledones,UBIACEAE,Galium boreale L.,2.0,,"Folder 1. Galium boreale [TA]. i. ""Galium... [illegible] in a gravel Pit Pond on Hounslow Heath towards Twicken. [Twickenham, Middlesex] Seed red subscabra"" [JL].",,,,
Dicotyledones,UBIACEAE,Galium boreale L.,2.0,,"Folder 1. Galium boreale [TA]. i. ""Galium... [illegible] in a gravel Pit Pond on Hounslow Heath towards Twicken. [Twickenham, Middlesex] Seed red subscabra"" [JL].",,,,
Dicotyledones,UBIACEAE,Galium boreale L.,2.0,,"Folder 1. Galium boreale [TA]. i. ""Galium... [illegible] in a gravel Pit Pond on Hounslow Heath towards Twicken. [Twickenham, Middlesex] Seed red subscabra"" [JL].",,,,
Dicotyledones,UBIACEAE,Galium boreale L.,2.0,,"Folder 1. Galium boreale [TA]. i. ""Galium... [illegible] in a gravel Pit Pond on Hounslow Heath towards Twicken. [Twickenham, Middlesex] Seed red subscabra"" [JL].",,,,
Dicotyledones,UBIACEAE,Galium boreale L.,2.0,,"Folder 1. Galium boreale [TA]. i. ""Galium... [illegible] in a gravel Pit Pond on Hounslow Heath towards Twicken. [Twickenham, Middlesex] Seed red subscabra"" [JL].",,,,
Dicotyledones,UBIACEAE,Galium boreale L.,2.0,,"Folder 1. Galium boreale [TA]. i. ""Galium... [illegible] in a gravel Pit Pond on Hounslow Heath towards Twicken. [Twickenham, Middlesex] Seed red subscabra"" [JL].",,,,
Dicotyledones,UBIACEAE,Galium boreale L.,2.0,,"Folder 1. Galium boreale [TA]. i. ""Galium... [illegible] in a gravel Pit Pond on Hounslow Heath towards Twicken. [Twickenham, Middlesex] Seed red subscabra"" [JL].",,,,
Dicotyledones,UBIACEAE,Galium boreale L.,2.0,,"Folder 1. Galium boreale [TA]. i. ""Galium... [illegible] in a gravel Pit Pond on Hounslow Heath towards Twicken. [Twickenham, Middlesex] Seed red subscabra"" [JL].",,,,
Dicotyledones,UBIACEAE,Galium boreale L.,2.0,,"Folder 1. Galium boreale [TA]. i. ""Galium... [illegible] in a gravel Pit Pond on Hounslow Heath towards Twicken. [Twickenham, Middlesex] Seed red subscabra"" [JL].",,,,
Dicotyledones,UBIACEAE,Galium boreale L.,2.0,,"Folder 1. Galium boreale [TA]. i. ""Galium... [illegible] in a gravel Pit Pond on Hounslow Heath towards Twicken. [Twickenham, Middlesex] Seed red subscabra"" [JL].",,,,
Dicotyledones,UBIACEAE,Galium boreale L.,2.0,,"Folder 1. Galium boreale [TA]. i. ""Galium... [illegible] in a gravel Pit Pond on Hounslow Heath towards Twicken. [Twickenham, Middlesex] Seed red subscabra"" [JL].",,,,
Dicotyledones,UBIACEAE,Galium boreale L.,2.0,,"Folder 1. Galium boreale [TA]. i. ""Galium... [illegible] in a gravel Pit Pond on Hounslow Heath towards Twicken. [Twickenham, Middlesex] Seed red subscabra"" [JL].",,,,
Dicotyledones,UBIACEAE,Galium boreale L.,2.0,,"Folder 1. Galium boreale [TA]. i. ""Galium... [illegible] in a gravel Pit Pond on Hounslow Heath towards Twicken. [Twickenham, Middlesex] Seed red subscabra"" [JL].",,,,
Dicotyledones,UBIACEAE,Galium boreale L.,2.0,,"Folder 1. Galium boreale [TA]. i. ""Galium... [illegible] in a gravel Pit Pond on Hounslow Heath towards Twicken. [Twickenham, Middlesex] Seed red subscabra"" [JL].",,,,
Dicotyledones,UBIACEAE,Galium boreale L.,2.0,,"Folder 1. Galium boreale [TA]. i. ""Galium... [illegible] in a gravel Pit Pond on Hounslow Heath towards Twicken. [Twickenham, Middlesex] Seed red subscabra"" [JL].",,,,
Dicotyledones,UBIACEAE,Galium boreale L.,2.0,,"Folder 1. Galium boreale [TA]. i. ""Galium... [illegible] in a gravel Pit Pond on Hounslow Heath towards Twicken. [Twickenham, Middlesex] Seed red subscabra"" [JL].",,,,
Dicotyledones,UBIACEAE,Galium boreale L.,2.0,,"Folder 1. Galium boreale [TA]. i. ""Galium... [illegible] in a gravel Pit Pond on Hounslow Heath towards Twicken. [Twickenham, Middlesex] Seed red subscabra"" [JL].",,,,
Dicotyledones,UBIACEAE,Galium boreale L.,2.0,,"Folder 1. Galium boreale [TA]. i. ""Galium... [illegible] in a gravel Pit Pond on Hounslow Heath towards Twicken. [Twickenham, Middlesex] Seed red subscabra"" [JL].",,,,
Dicotyledones,UBIACEAE,Galium boreale L.,2.0,,"Folder 1. Galium boreale [TA]. i. ""Galium... [illegible] in a gravel Pit Pond on Hounslow Heath towards Twicken. [Twickenham, Middlesex] Seed red subscabra"" [JL].",,,,
Dicotyledones,UBIACEAE,Galium boreale L.,2.0,,"Folder 1. Galium boreale [TA]. i. ""Galium... [illegible] in a gravel Pit Pond on Hounslow Heath towards Twicken. [Twickenham, Middlesex] Seed red subscabra"" [JL].",,,,
Dicotyledones,UBIACEAE,Galium boreale L.,2.0,,"Folder 1. Galium boreale [TA]. i. ""Galium... [illegible] in a gravel Pit Pond on Hounslow Heath towards Twicken. [Twickenham, Middlesex] Seed red subscabra"" [JL].",,,,
Dicotyledones,UBIACEAE,Galium boreale L.,2.0,,"Folder 1. Galium boreale [TA]. i. ""Galium... [illegible] in a gravel Pit Pond on Hounslow Heath towards Twicken. [Twickenham, Middlesex] Seed red subscabra"" [JL].",,,,
Dicotyledones,UBIACEAE,Galium boreale L.,2.0,,"Folder 1. Galium boreale [TA]. i. ""Galium... [illegible] in a gravel Pit Pond on Hounslow Heath towards Twicken. [Twickenham, Middlesex] Seed red subscabra"" [JL].",,,,
Dicotyledones,UBIACEAE,Galium boreale L.,2.0,,"Folder 1. Galium boreale [TA]. i. ""Galium... [illegible] in a gravel Pit Pond on Hounslow Heath towards Twicken. [Twickenham, Middlesex] Seed red subscabra"" [JL].",,,,
Dicotyledones,UBIACEAE,Galium boreale L.,2.0,,"Folder 1. Galium boreale [TA]. i. ""Galium... [illegible] in a gravel Pit Pond on Hounslow Heath towards Twicken. [Twickenham, Middlesex] Seed red subscabra"" [JL].",,,,
Dicotyledones,UBIACEAE,Galium boreale L.,2.0,,"Folder 1. Galium boreale [TA]. i. ""Galium... [illegible] in a gravel Pit Pond on Hounslow Heath towards Twicken. [Twickenham, Middlesex] Seed red subscabra"" [JL].",,,,
Dicotyledones,UBIACEAE,Galium boreale L.,2.0,,"Folder 1. Galium boreale [TA]. i. ""Galium... [illegible] in a gravel Pit Pond on Hounslow Heath towards Twicken. [Twickenham, Middlesex] Seed red subscabra"" [JL].",,,,
Dicotyledones,UBIACEAE,Galium boreale L.,2.0,,"Folder 1. Galium boreale [TA]. i. ""Galium... [illegible] in a gravel Pit Pond on Hounslow Heath towards Twicken. [Twickenham, Middlesex] Seed red subscabra"" [JL].",,,,
Dicotyledones,UBIACEAE,Galium boreale L.,2.0,,"Folder 1. Galium boreale [TA]. i. ""Galium... [illegible] in a gravel Pit Pond on Hounslow Heath towards Twicken. [Twickenham, Middlesex] Seed red subscabra"" [JL].",,,,
Dicotyledones,UBIACEAE,Galium boreale L.,2.0,,"Folder 1. Galium boreale [TA]. i. ""Galium... [illegible] in a gravel Pit Pond on Hounslow Heath towards Twicken. [Twickenham, Middlesex] Seed red subscabra"" [JL].",,,,
Dicotyledones,UBIACEAE,Galium boreale L.,2.0,,"Folder 1. Galium boreale [TA]. i. ""Galium... [illegible] in a gravel Pit Pond on Hounslow Heath towards Twicken. [Twickenham, Middlesex] Seed red subscabra"" [JL].",,,,
Dicotyledones,UBIACEAE,Galium boreale L.,2.0,,"Folder 1. Galium boreale [TA]. i. ""Galium... [illegible] in a gravel Pit Pond on Hounslow Heath towards Twicken. [Twickenham, Middlesex] Seed red subscabra"" [JL].",,,,
Dicotyledones,UBIACEAE,Galium boreale L.,2.0,,"Folder 1. Galium boreale [TA]. i. ""Galium... [illegible] in a gravel Pit Pond on Hounslow Heath towards Twicken. [Twickenham, Middlesex] Seed red subscabra"" [JL].",,,,
Dicotyledones,UBIACEAE,Galium boreale L.,2.0,,"Folder 1. Galium boreale [TA]. i. ""Galium... [illegible] in a gravel Pit Pond on Hounslow Heath towards Twicken. [Twickenham, Middlesex] Seed red subscabra"" [JL].",,,,
Dicotyledones,UBIACEAE,Galium boreale L.,2.0,,"Folder 1. Galium boreale [TA]. i. ""Galium... [illegible] in a gravel Pit Pond on Hounslow Heath towards Twicken. [Twickenham, Middlesex] Seed red subscabra"" [JL].",,,,
Dicotyledones,UBIACEAE,Galium boreale L.,2.0,,"Folder 1. Galium boreale [TA]. i. ""Galium... [illegible] in a gravel Pit Pond on Hounslow Heath towards Twicken. [Twickenham, Middlesex] Seed red subscabra"" [JL].",,,,
Dicotyledones,UBIACEAE,Galium boreale L.,2.0,,"Folder 1. Galium boreale [TA]. i. ""Galium... [illegible] in a gravel Pit Pond on Hounslow Heath towards Twicken. [Twickenham, Middlesex] Seed red subscabra"" [JL].",,,,
Dicotyledones,UBIACEAE,Galium boreale L.,2.0,,"Folder 1. Galium boreale [TA]. i. ""Galium... [illegible] in a gravel Pit Pond on Hounslow Heath towards Twicken. [Twickenham, Middlesex] Seed red subscabra"" [JL].",,,,
Dicotyledones,UBIACEAE,Galium boreale L.,2.0,,"Folder 1. Galium boreale [TA]. i. ""Galium... [illegible] in a gravel Pit Pond on Hounslow Heath towards Twicken. [Twickenham, Middlesex] Seed red subscabra"" [JL].",,,,
Dicotyledones,UBIACEAE,Galium boreale L.,2.0,,"Folder 1. Galium boreale [TA]. i. ""Galium... [illegible] in a gravel Pit Pond on Hounslow Heath towards Twicken. [Twickenham, Middlesex] Seed red subscabra"" [JL].",,,,
Dicotyledones,UBIACEAE,Galium boreale L.,2.0,,"Folder 1. Galium boreale [TA]. i. ""Galium... [illegible] in a gravel Pit Pond on Hounslow Heath towards Twicken. [Twickenham, Middlesex] Seed red subscabra"" [JL].",,,,
Dicotyledones,UBIACEAE,Galium boreale L.,2.0,,"Folder 1. Galium boreale [TA]. i. ""Galium... [illegible] in a gravel Pit Pond on Hounslow Heath towards Twicken. [Twickenham, Middlesex] Seed red subscabra"" [JL].",,,,
Dicotyledones,UBIACEAE,Galium boreale L.,2.0,,"Folder 1. Galium boreale [TA]. i. ""Galium... [illegible] in a gravel Pit Pond on Hounslow Heath towards Twicken. [Twickenham, Middlesex] Seed red subscabra"" [JL].",,,,
Dicotyledones,UBIACEAE,Galium boreale L.,2.0,,"Folder 1. Galium boreale [TA]. i. ""Galium... [illegible] in a gravel Pit Pond on Hounslow Heath towards Twicken. [Twickenham, Middlesex] Seed red subscabra"" [JL].",,,,
Dicotyledones,UBIACEAE,Galium boreale L.,2.0,,"Folder 1. Galium boreale [TA]. i. ""Galium... [illegible] in a gravel Pit Pond on Hounslow Heath towards Twicken. [Twickenham, Middlesex] Seed red subscabra"" [JL].",,,,
Dicotyledones,UBIACEAE,Galium boreale L.,2.0,,"Folder 1. Galium boreale [TA]. i. ""Galium... [illegible] in a gravel Pit Pond on Hounslow Heath towards Twicken. [Twickenham, Middlesex] Seed red subscabra"" [JL].",,,,
Dicotyledones,UBIACEAE,Galium boreale L.,2.0,,"Folder 1. Galium boreale [TA]. i. ""Galium... [illegible] in a gravel Pit Pond on Hounslow Heath towards Twicken. [Twickenham, Middlesex] Seed red subscabra"" [JL].",,,,
Dicotyledones,UBIACEAE,Galium boreale L.,2.0,,"Folder 1. Galium boreale [TA]. i. ""Galium... [illegible] in a gravel Pit Pond on Hounslow Heath towards Twicken. [Twickenham, Middlesex] Seed red subscabra"" [JL].",,,,
Dicotyledones,UBIACEAE,Galium boreale L.,2.0,,"Folder 1. Galium boreale [TA]. i. ""Galium... [illegible] in a gravel Pit Pond on Hounslow Heath towards Twicken. [Twickenham, Middlesex] Seed red subscabra"" [JL].",,,,
Dicotyledones,UBIACEAE,Galium boreale L.,2.0,,"Folder 1. Galium boreale [TA]. i. ""Galium... [illegible] in a gravel Pit Pond on Hounslow Heath towards Twicken. [Twickenham, Middlesex] Seed red subscabra"" [JL].",,,,
Dicotyledones,UBIACEAE,Galium boreale L.,2.0,,"Folder 1. Galium boreale [TA]. i. ""Galium... [illegible] in a gravel Pit Pond on Hounslow Heath towards Twicken. [Twickenham, Middlesex] Seed red subscabra"" [JL].",,,,
Dicotyledones,UBIACEAE,Galium boreale L.,2.0,,"Folder 1. Galium boreale [TA]. i. ""Galium... [illegible] in a gravel Pit Pond on Hounslow Heath towards Twicken. [Twickenham, Middlesex] Seed red subscabra"" [JL].",,,,
Dicotyledones,UBIACEAE,Galium boreale L.,2.0,,"Folder 1. Galium boreale [TA]. i. ""Galium... [illegible] in a gravel Pit Pond on Hounslow Heath towards Twicken. [Twickenham, Middlesex] Seed red subscabra"" [JL].",,,,
Dicotyledones,UBIACEAE,Galium boreale L.,2.0,,"Folder 1. Galium boreale [TA]. i. ""Galium... [illegible] in a gravel Pit Pond on Hounslow Heath towards Twicken. [Twickenham, Middlesex] Seed red subscabra"" [JL].",,,,
Dicotyledones,UBIACEAE,Galium boreale L.,2.0,,"Folder 1. Galium boreale [TA]. i. ""Galium... [illegible] in a gravel Pit Pond on Hounslow Heath towards Twicken. [Twickenham, Middlesex] Seed red subscabra"" [JL].",,,,
Dicotyledones,UBIACEAE,Galium boreale L.,2.0,,"Folder 1. Galium boreale [TA]. i. ""Galium... [illegible] in a gravel Pit Pond on Hounslow Heath towards Twicken. [Twickenham, Middlesex] Seed red subscabra"" [JL].",,,,
Dicotyledones,UBIACEAE,Galium boreale L.,2.0,,"Folder 1. Galium boreale [TA]. i. ""Galium... [illegible] in a gravel Pit Pond on Hounslow Heath towards Twicken. [Twickenham, Middlesex] Seed red subscabra"" [JL].",,,,
Dicotyledones,UBIACEAE,Galium boreale L.,2.0,,"Folder 1. Galium boreale [TA]. i. ""Galium... [illegible] in a gravel Pit Pond on Hounslow Heath towards Twicken. [Twickenham, Middlesex] Seed red subscabra"" [JL].",,,,
Dicotyledones,UBIACEAE,Galium boreale L.,2.0,,"Folder 1. Galium boreale [TA]. i. ""Galium... [illegible] in a gravel Pit Pond on Hounslow Heath towards Twicken. [Twickenham, Middlesex] Seed red subscabra"" [JL].",,,,
Dicotyledones,UBIACEAE,Galium boreale L.,2.0,,"Folder 1. Galium boreale [TA]. i. ""Galium... [illegible] in a gravel Pit Pond on Hounslow Heath towards Twicken. [Twickenham, Middlesex] Seed red subscabra"" [JL].",,,,
Dicotyledones,UBIACEAE,Galium boreale L.,2.0,,"Folder 1. Galium boreale [TA]. i. ""Galium... [illegible] in a gravel Pit Pond on Hounslow Heath towards Twicken. [Twickenham, Middlesex] Seed red subscabra"" [JL].",,,,
Dicotyledones,UBIACEAE,Galium boreale L.,2.0,,"Folder 1. Galium boreale [TA]. i. ""Galium... [illegible] in a gravel Pit Pond on Hounslow Heath towards Twicken. [Twickenham, Middlesex] Seed red subscabra"" [JL].",,,,
Dicotyledones,UBIACEAE,Galium boreale L.,2.0,,"Folder 1. Galium boreale [TA]. i. ""Galium... [illegible] in a gravel Pit Pond on Hounslow Heath towards Twicken. [Twickenham, Middlesex] Seed red subscabra"" [JL].",,,,
Dicotyledones,UBIACEAE,Galium boreale L.,2.0,,"Folder 1. Galium boreale [TA]. i. ""Galium... [illegible] in a gravel Pit Pond on Hounslow Heath towards Twicken. [Twickenham, Middlesex] Seed red subscabra"" [JL].",,,,
Dicotyledones,UBIACEAE,Galium boreale L.,2.0,,"Folder 1. Galium boreale [TA]. i. ""Galium... [illegible] in a gravel Pit Pond on Hounslow Heath towards Twicken. [Twickenham, Middlesex] Seed red subscabra"" [JL].",,,,
Dicotyledones,UBIACEAE,Galium boreale L.,2.0,,"Folder 1. Galium boreale [TA]. i. ""Galium... [illegible] in a gravel Pit Pond on Hounslow Heath towards Twicken. [Twickenham, Middlesex] Seed red subscabra"" [JL].",,,,
Dicotyledones,UBIACEAE,Galium boreale L.,2.0,,"Folder 1. Galium boreale [TA]. i. ""Galium... [illegible] in a gravel Pit Pond on Hounslow Heath towards Twicken. [Twickenham, Middlesex] Seed red subscabra"" [JL].",,,,
Dicotyledones,UBIACEAE,Galium boreale L.,2.0,,"Folder 1. Galium boreale [TA]. i. ""Galium... [illegible] in a gravel Pit Pond on Hounslow Heath towards Twicken. [Twickenham, Middlesex] Seed red subscabra"" [JL].",,,,
Dicotyledones,UBIACEAE,Galium boreale L.,2.0,,"Folder 1. Galium boreale [TA]. i. ""Galium... [illegible] in a gravel Pit Pond on Hounslow Heath towards Twicken. [Twickenham, Middlesex] Seed red subscabra"" [JL].",,,,
Dicotyledones,UBIACEAE,Galium boreale L.,2.0,,"Folder 1. Galium boreale [TA]. i. ""Galium... [illegible] in a gravel Pit Pond on Hounslow Heath towards Twicken. [Twickenham, Middlesex] Seed red subscabra"" [JL].",,,,
Dicotyledones,UBIACEAE,Galium boreale L.,2.0,,"Folder 1. Galium boreale [TA]. i. ""Galium... [illegible] in a gravel Pit Pond on Hounslow Heath towards Twicken. [Twickenham, Middlesex] Seed red subscabra"" [JL].",,,,
Dicotyledones,UBIACEAE,Galium boreale L.,2.0,,"Folder 1. Galium boreale [TA]. i. ""Galium... [illegible] in a gravel Pit Pond on Hounslow Heath towards Twicken. [Twickenham, Middlesex] Seed red subscabra"" [JL].",,,,
Dicotyledones,UBIACEAE,Galium boreale L.,2.0,,"Folder 1. Galium boreale [TA]. i. ""Galium... [illegible] in a gravel Pit Pond on Hounslow Heath towards Twicken. [Twickenham, Middlesex] Seed red subscabra"" [JL].",,,,
Dicotyledones,UBIACEAE,Galium boreale L.,2.0,,"Folder 1. Galium boreale [TA]. i. ""Galium... [illegible] in a gravel Pit Pond on Hounslow Heath towards Twicken. [Twickenham, Middlesex] Seed red subscabra"" [JL].",,,,
Dicotyledones,UBIACEAE,Galium boreale L.,2.0,,"Folder 1. Galium boreale [TA]. i. ""Galium... [illegible] in a gravel Pit Pond on Hounslow Heath towards Twicken. [Twickenham, Middlesex] Seed red subscabra"" [JL].",,,,
Dicotyledones,UBIACEAE,Galium boreale L.,2.0,,"Folder 1. Galium boreale [TA]. i. ""Galium... [illegible] in a gravel Pit Pond on Hounslow Heath towards Twicken. [Twickenham, Middlesex] Seed red subscabra"" [JL].",,,,
Dicotyledones,UBIACEAE,Galium boreale L.,2.0,,"Folder 1. Galium boreale [TA]. i. ""Galium... [illegible] in a gravel Pit Pond on Hounslow Heath towards Twicken. [Twickenham, Middlesex] Seed red subscabra"" [JL].",,,,
Dicotyledones,UBIACEAE,Galium boreale L.,2.0,,"Folder 1. Galium boreale [TA]. i. ""Galium... [illegible] in a gravel Pit Pond on Hounslow Heath towards Twicken. [Twickenham, Middlesex] Seed red subscabra"" [JL].",,,,
Dicotyledones,UBIACEAE,Galium boreale L.,2.0,,"Folder 1. Galium boreale [TA]. i. ""Galium... [illegible] in a gravel Pit Pond on Hounslow Heath towards Twicken. [Twickenham, Middlesex] Seed red subscabra"" [JL].",,,,
Dicotyledones,UBIACEAE,Galium boreale L.,2.0,,"Folder 1. Galium boreale [TA]. i. ""Galium... [illegible] in a gravel Pit Pond on Hounslow Heath towards Twicken. [Twickenham, Middlesex] Seed red subscabra"" [JL].",,,,
Dicotyledones,UBIACEAE,Galium boreale L.,2.0,,"Folder 1. Galium boreale [TA]. i. ""Galium... [illegible] in a gravel Pit Pond on Hounslow Heath towards Twicken. [Twickenham, Middlesex] Seed red subscabra"" [JL].",,,,
Dicotyledones,UBIACEAE,Galium boreale L.,2.0,,"Folder 1. Galium boreale [TA]. i. ""Galium... [illegible] in a gravel Pit Pond on Hounslow Heath towards Twicken. [Twickenham, Middlesex] Seed red subscabra"" [JL].",,,,
Dicotyledones,UBIACEAE,Galium boreale L.,2.0,,"Folder 1. Galium boreale [TA]. i. ""Galium... [illegible] in a gravel Pit Pond on Hounslow Heath towards Twicken. [Twickenham, Middlesex] Seed red subscabra"" [JL].",,,,
Dicotyledones,UBIACEAE,Galium boreale L.,2.0,,"Folder 1. Galium boreale [TA]. i. ""Galium... [illegible] in a gravel Pit Pond on Hounslow Heath towards Twicken. [Twickenham, Middlesex] Seed red subscabra"" [JL].",,,,
Dicotyledones,UBIACEAE,Galium boreale L.,2.0,,"Folder 1. Galium boreale [TA]. i. ""Galium... [illegible] in a gravel Pit Pond on Hounslow Heath towards Twicken. [Twickenham, Middlesex] Seed red subscabra"" [JL].",,,,
Dicotyledones,UBIACEAE,Galium boreale L.,2.0,,"Folder 1. Galium boreale [TA]. i. ""Galium... [illegible] in a gravel Pit Pond on Hounslow Heath towards Twicken. [Twickenham, Middlesex] Seed red subscabra"" [JL].",,,,
Dicotyledones,UBIACEAE,Galium boreale L.,2.0,,"Folder 1. Galium boreale [TA]. i. ""Galium... [illegible] in a gravel Pit Pond on Hounslow Heath towards Twicken. [Twickenham, Middlesex] Seed red subscabra"" [JL].",,,,
